item_number,date,consumption
D30200680,2023-06-19,7
D30200680,2023-06-21,10
D30200680,2023-06-27,2
D30200680,2023-07-01,13
D30200680,2023-07-05,15
D30200680,2023-07-07,24
D30200680,2023-07-10,9
D30200680,2023-07-12,4
D30200680,2023-07-14,16
D30200680,2023-07-17,19
D30200680,2023-07-19,12
D30200680,2023-07-21,17
D30200680,2023-07-24,6
D30200680,2023-07-26,4
D30200680,2023-07-30,15
D30200680,2023-08-03,10
D30200680,2023-08-07,15
D30200680,2023-08-09,18
D30200680,2023-08-11,20
D30200680,2023-08-14,10
D30200680,2023-08-16,3
D30200680,2023-08-18,14
D30200680,2023-08-21,9
D30200680,2023-08-23,9
D30200680,2023-08-25,36
D30200680,2023-08-28,13
D30200680,2023-08-30,18
D30200680,2023-09-01,18
D30200680,2023-09-03,16
D30200680,2023-09-05,10
D30200680,2023-09-07,9
D30200680,2023-09-11,16
D30200680,2023-09-13,4
D30200680,2023-09-15,8
D30200680,2023-09-17,7
D30200680,2023-09-19,8
D30200680,2023-09-21,7
D30200680,2023-09-23,15
D30200680,2023-09-27,9
D30200680,2023-10-02,15
D30200680,2023-10-06,9
D30200680,2023-10-08,6
D30200680,2023-10-09,3
D30200680,2023-10-12,8
D30200680,2023-10-16,28
D30200680,2023-10-18,3
D30200680,2023-10-20,2
D30200680,2023-10-22,8
D30200680,2023-10-24,10
D30200680,2023-10-26,9
D30200680,2023-10-30,11
D30200717,2022-01-03,10
D30200717,2022-02-07,18
D30200717,2022-02-17,25
D30200717,2022-02-19,36
D30200717,2022-02-21,21
D30200717,2022-02-23,29
D30200717,2022-02-25,27
D30200717,2022-02-27,14
D30200717,2022-03-01,15
D30200717,2022-03-03,18
D30200717,2022-03-05,29
D30200717,2022-03-07,32
D30200717,2022-03-09,15
D30200717,2022-03-11,29
D30200717,2022-03-13,19
D30200717,2022-03-15,16
D30200717,2022-03-17,19
D30200717,2022-03-19,41
D30200717,2022-03-21,45
D30200717,2022-03-23,40
D30200717,2022-03-25,20
D30200717,2022-03-26,12
D30200717,2022-03-28,32
D30200717,2022-03-30,24
D30200717,2022-04-01,24
D30200717,2022-05-18,7
D30200717,2022-05-20,22
D30200717,2022-05-23,4
D30200717,2022-05-25,16
D30200717,2022-05-27,18
D30200717,2022-05-30,1
D30200717,2022-06-01,11
D30200717,2022-06-04,16
D30200717,2022-06-06,10
D30200717,2022-06-08,31
D30200717,2022-06-10,28
D30200717,2022-06-12,20
D30200717,2022-06-14,20
D30200717,2022-06-16,18
D30200717,2022-06-18,23
D30200717,2022-06-20,20
D30200717,2022-06-22,10
D30200717,2022-06-24,39
D30200717,2022-06-27,10
D30200717,2022-06-29,15
D30200717,2022-07-01,37
D30200717,2022-07-03,7
D30200717,2022-07-05,24
D30200717,2022-07-07,19
D30200717,2022-07-09,22
D30200717,2022-07-11,25
D30200717,2022-07-13,26
D30200717,2022-07-15,59
D30200717,2022-07-18,19
D30200717,2022-07-20,19
D30200717,2022-07-22,28
D30200717,2022-07-25,11
D30200717,2022-07-27,21
D30200717,2022-07-29,36
D30200717,2022-08-01,13
D30200717,2022-08-03,23
D30200717,2022-08-05,52
D30200717,2022-08-08,14
D30200717,2022-08-10,23
D30200717,2022-08-13,34
D30200717,2022-08-15,30
D30200717,2022-08-17,39
D30200717,2022-08-19,38
D30200717,2022-08-22,23
D30200717,2022-08-24,21
D30200717,2022-08-26,34
D30200717,2022-08-29,27
D30200717,2022-08-30,9
D30200717,2022-09-01,13
D30200717,2022-09-02,39
D30200717,2022-09-05,26
D30200717,2022-09-07,36
D30200717,2022-09-09,28
D30200717,2022-09-11,22
D30200717,2022-09-13,31
D30200717,2022-09-15,32
D30200717,2022-09-17,29
D30200717,2022-09-19,38
D30200717,2022-09-21,26
D30200717,2022-09-23,62
D30200717,2022-09-26,26
D30200717,2022-09-28,26
D30200717,2022-09-29,15
D30200717,2022-10-01,51
D30200717,2022-10-06,19
D30200717,2022-10-08,26
D30200717,2022-10-10,25
D30200717,2022-10-12,31
D30200717,2022-10-14,17
D30200717,2022-10-19,10
D30200717,2022-11-09,35
D30200717,2022-11-11,22
D30200717,2022-11-13,31
D30200717,2022-11-15,8
D30200717,2022-11-17,20
D30200717,2022-11-19,23
D30200717,2022-11-21,18
D30200717,2022-11-23,30
D30200717,2022-11-25,22
D30200717,2022-11-27,19
D30200717,2022-11-29,5
D30200717,2022-12-01,23
D30200717,2022-12-05,34
D30200717,2022-12-28,2
D30200717,2023-01-02,22
D30200717,2023-01-04,23
D30200717,2023-01-05,16
D30200717,2023-01-09,50
D30200717,2023-01-11,26
D30200717,2023-01-13,43
D30200717,2023-01-16,16
D30200717,2023-01-18,38
D30200717,2023-01-28,21
D30200717,2023-01-30,18
D30200717,2023-02-01,25
D30200717,2023-03-01,7
D30200717,2023-03-03,42
D30200717,2023-03-06,7
D30200717,2023-03-08,23
D30200717,2023-03-10,47
D30200717,2023-03-13,15
D30200717,2023-03-15,15
D30200717,2023-03-17,36
D30200717,2023-03-20,7
D30200717,2023-03-21,1
D30200717,2023-03-23,27
D30200717,2023-03-25,33
D30200717,2023-03-28,9
D30200717,2023-03-30,7
D30200717,2023-04-29,24
D30200717,2023-05-02,21
D30200717,2023-05-04,32
D30200717,2023-05-06,19
D30200717,2023-05-08,14
D30200717,2023-05-10,19
D30200717,2023-05-12,40
D30200717,2023-05-15,9
D30200717,2023-05-17,25
D30200717,2023-05-19,47
D30200717,2023-05-24,21
D30200717,2023-05-26,17
D30200717,2023-05-29,15
D30200717,2023-05-30,7
D30200717,2023-06-01,5
D30200717,2023-06-03,29
D30200717,2023-06-07,2
D30200717,2023-06-09,15
D30200717,2023-06-14,5
D30200717,2023-06-16,25
D30200717,2023-06-19,9
D30200717,2023-06-21,21
D30200717,2023-06-27,1
D30200717,2023-07-05,2
D30200717,2023-07-07,15
D30200717,2023-07-10,6
D30200717,2023-07-12,7
D30200717,2023-07-14,21
D30200717,2023-07-17,2
D30200717,2023-07-19,10
D30200717,2023-07-21,5
D30200717,2023-07-24,8
D30200717,2023-07-26,8
D30200717,2023-07-30,4
D30200717,2023-08-03,7
D30200717,2023-08-07,16
D30200717,2023-08-09,8
D30200717,2023-08-11,11
D30200717,2023-08-16,7
D30200717,2023-08-18,15
D30200717,2023-08-21,3
D30200717,2023-08-23,11
D30200717,2023-08-25,19
D30200717,2023-08-28,3
D30200717,2023-09-01,24
D30200717,2023-09-03,16
D30200717,2023-09-05,8
D30200717,2023-09-07,8
D30200717,2023-09-11,23
D30200717,2023-09-15,9
D30200717,2023-09-17,18
D30200717,2023-09-21,10
D30200717,2023-09-23,22
D30200717,2023-09-27,2
D30200717,2023-10-02,17
D30200717,2023-10-06,7
D30200717,2023-10-08,16
D30200717,2023-10-09,10
D30200717,2023-10-12,23
D30200717,2023-10-16,51
D30200717,2023-10-18,7
D30200717,2023-10-20,3
D30200717,2023-10-22,14
D30200717,2023-10-23,10
D30200717,2023-10-24,11
D30200717,2023-10-26,16
D30200717,2023-10-30,21
UMM30200190,2022-01-01,64
UMM30200190,2022-01-03,65
UMM30200190,2022-01-05,67
UMM30200190,2022-01-07,92
UMM30200190,2022-01-09,56
UMM30200190,2022-01-11,57
UMM30200190,2022-01-13,60
UMM30200190,2022-01-15,77
UMM30200190,2022-01-17,64
UMM30200190,2022-01-19,56
UMM30200190,2022-01-21,48
UMM30200190,2022-01-23,54
UMM30200190,2022-01-25,69
UMM30200190,2022-01-27,72
UMM30200190,2022-01-29,83
UMM30200190,2022-02-01,32
UMM30200190,2022-02-03,42
UMM30200190,2022-02-05,60
UMM30200190,2022-02-07,57
UMM30200190,2022-02-09,80
UMM30200190,2022-02-11,70
UMM30200190,2022-02-13,69
UMM30200190,2022-02-15,64
UMM30200190,2022-02-17,52
UMM30200190,2022-02-19,61
UMM30200190,2022-02-21,54
UMM30200190,2022-02-23,51
UMM30200190,2022-02-25,23
UMM30200190,2022-02-27,21
UMM30200190,2022-03-01,43
UMM30200190,2022-03-03,34
UMM30200190,2022-03-05,39
UMM30200190,2022-03-07,72
UMM30200190,2022-03-09,53
UMM30200190,2022-03-11,42
UMM30200190,2022-03-13,59
UMM30200190,2022-03-15,54
UMM30200190,2022-03-17,60
UMM30200190,2022-03-19,69
UMM30200190,2022-03-21,53
UMM30200190,2022-03-23,48
UMM30200190,2022-03-25,26
UMM30200190,2022-03-26,47
UMM30200190,2022-03-28,17
UMM30200190,2022-03-30,25
UMM30200190,2022-04-01,40
UMM30200190,2022-04-03,36
UMM30200190,2022-04-06,42
UMM30200190,2022-04-08,35
UMM30200190,2022-04-10,16
UMM30200190,2022-04-12,27
UMM30200190,2022-04-14,33
UMM30200190,2022-04-19,25
UMM30200190,2022-04-22,34
UMM30200190,2022-04-26,41
UMM30200190,2022-04-28,82
UMM30200190,2022-05-02,88
UMM30200190,2022-05-05,44
UMM30200190,2022-05-07,37
UMM30200190,2022-05-09,59
UMM30200190,2022-05-11,58
UMM30200190,2022-05-13,104
UMM30200190,2022-05-16,59
UMM30200190,2022-05-18,55
UMM30200190,2022-05-20,62
UMM30200190,2022-05-23,61
UMM30200190,2022-05-25,43
UMM30200190,2022-05-27,26
UMM30200190,2022-05-30,16
UMM30200190,2022-06-01,75
UMM30200190,2022-06-04,46
UMM30200190,2022-06-06,55
UMM30200190,2022-06-08,53
UMM30200190,2022-06-10,64
UMM30200190,2022-06-12,79
UMM30200190,2022-06-14,62
UMM30200190,2022-06-16,24
UMM30200190,2022-06-18,22
UMM30200190,2022-06-20,54
UMM30200190,2022-06-22,24
UMM30200190,2022-06-24,61
UMM30200190,2022-06-27,29
UMM30200190,2022-06-29,44
UMM30200190,2022-07-01,62
UMM30200190,2022-07-03,34
UMM30200190,2022-07-05,37
UMM30200190,2022-07-07,46
UMM30200190,2022-07-09,59
UMM30200190,2022-07-11,55
UMM30200190,2022-07-13,48
UMM30200190,2022-07-15,71
UMM30200190,2022-07-18,38
UMM30200190,2022-07-20,30
UMM30200190,2022-07-22,65
UMM30200190,2022-07-25,24
UMM30200190,2022-07-27,39
UMM30200190,2022-07-29,9
UMM30200190,2022-08-01,53
UMM30200190,2022-08-03,53
UMM30200190,2022-08-05,95
UMM30200190,2022-08-08,67
UMM30200190,2022-08-10,64
UMM30200190,2022-08-13,29
UMM30200190,2022-08-15,56
UMM30200190,2022-08-17,34
UMM30200190,2022-08-19,86
UMM30200190,2022-08-22,61
UMM30200190,2022-08-24,51
UMM30200190,2022-08-26,98
UMM30200190,2022-08-29,61
UMM30200190,2022-08-30,29
UMM30200190,2022-09-01,22
UMM30200190,2022-09-02,106
UMM30200190,2022-09-05,72
UMM30200190,2022-09-07,72
UMM30200190,2022-09-09,50
UMM30200190,2022-09-11,32
UMM30200190,2022-09-13,41
UMM30200190,2022-09-15,68
UMM30200190,2022-09-17,49
UMM30200190,2022-09-19,50
UMM30200190,2022-09-21,80
UMM30200190,2022-09-23,96
UMM30200190,2022-09-26,55
UMM30200190,2022-09-28,31
UMM30200190,2022-09-29,57
UMM30200190,2022-10-01,47
UMM30200190,2022-10-06,68
UMM30200190,2022-10-08,67
UMM30200190,2022-10-10,58
UMM30200190,2022-10-12,61
UMM30200190,2022-10-14,109
UMM30200190,2022-10-17,63
UMM30200190,2022-10-19,65
UMM30200190,2022-10-21,72
UMM30200190,2022-10-24,45
UMM30200190,2022-10-26,47
UMM30200190,2022-10-28,43
UMM30200190,2022-10-30,22
UMM30200190,2022-11-01,58
UMM30200190,2022-11-03,67
UMM30200190,2022-11-05,75
UMM30200190,2022-11-07,84
UMM30200190,2022-11-09,62
UMM30200190,2022-11-11,72
UMM30200190,2022-11-13,32
UMM30200190,2022-11-15,29
UMM30200190,2022-11-17,26
UMM30200190,2022-11-19,28
UMM30200190,2022-11-21,53
UMM30200190,2022-11-23,60
UMM30200190,2022-11-25,70
UMM30200190,2022-11-27,16
UMM30200190,2022-11-29,14
UMM30200190,2022-12-01,76
UMM30200190,2022-12-05,130
UMM30200190,2022-12-07,56
UMM30200190,2022-12-09,43
UMM30200190,2022-12-12,62
UMM30200190,2022-12-14,68
UMM30200190,2022-12-16,67
UMM30200190,2022-12-19,55
UMM30200190,2022-12-21,39
UMM30200190,2022-12-23,66
UMM30200190,2022-12-26,10
UMM30200190,2022-12-28,58
UMM30200190,2023-01-02,78
UMM30200190,2023-01-04,30
UMM30200190,2023-01-05,80
UMM30200190,2023-01-09,136
UMM30200190,2023-01-11,58
UMM30200190,2023-01-13,60
UMM30200190,2023-01-16,26
UMM30200190,2023-01-18,28
UMM30200190,2023-01-28,23
UMM30200190,2023-01-30,61
UMM30200190,2023-02-01,45
UMM30200190,2023-02-03,99
UMM30200190,2023-02-06,38
UMM30200190,2023-02-08,76
UMM30200190,2023-02-10,115
UMM30200190,2023-02-13,55
UMM30200190,2023-02-15,38
UMM30200190,2023-02-17,91
UMM30200190,2023-02-20,75
UMM30200190,2023-02-22,67
UMM30200190,2023-02-24,53
UMM30200190,2023-02-27,10
UMM30200190,2023-03-01,43
UMM30200190,2023-03-03,92
UMM30200190,2023-03-06,58
UMM30200190,2023-03-08,58
UMM30200190,2023-03-10,71
UMM30200190,2023-03-13,58
UMM30200190,2023-03-15,43
UMM30200190,2023-03-17,83
UMM30200190,2023-03-20,56
UMM30200190,2023-03-21,27
UMM30200190,2023-03-23,56
UMM30200190,2023-03-25,21
UMM30200190,2023-03-28,30
UMM30200190,2023-03-30,29
UMM30200190,2023-04-01,88
UMM30200190,2023-04-06,58
UMM30200190,2023-04-08,84
UMM30200190,2023-04-12,50
UMM30200190,2023-04-14,59
UMM30200190,2023-04-17,36
UMM30200190,2023-04-19,70
UMM30200190,2023-04-21,51
UMM30200190,2023-04-23,52
UMM30200190,2023-04-25,56
UMM30200190,2023-04-27,39
UMM30200190,2023-04-29,22
UMM30200190,2023-05-02,61
UMM30200190,2023-05-04,70
UMM30200190,2023-05-06,57
UMM30200190,2023-05-08,45
UMM30200190,2023-05-10,57
UMM30200190,2023-05-12,56
UMM30200190,2023-05-15,60
UMM30200190,2023-05-17,37
UMM30200190,2023-05-19,128
UMM30200190,2023-05-24,69
UMM30200190,2023-05-26,90
UMM30200190,2023-05-29,24
UMM30200190,2023-05-30,45
UMM30200190,2023-06-01,80
UMM30200190,2023-06-03,115
UMM30200190,2023-06-07,66
UMM30200190,2023-06-09,79
UMM30200190,2023-06-12,51
UMM30200190,2023-06-14,41
UMM30200190,2023-06-16,79
UMM30200190,2023-06-19,36
UMM30200190,2023-06-21,64
UMM30200190,2023-06-27,43
UMM30200190,2023-06-29,64
UMM30200190,2023-07-01,107
UMM30200190,2023-07-05,60
UMM30200190,2023-07-07,107
UMM30200190,2023-07-10,96
UMM30200190,2023-07-12,58
UMM30200190,2023-07-14,87
UMM30200190,2023-07-17,58
UMM30200190,2023-07-19,37
UMM30200190,2023-07-21,76
UMM30200190,2023-07-24,36
UMM30200190,2023-07-26,37
UMM30200190,2023-07-28,61
UMM30200190,2023-07-30,52
UMM30200190,2023-08-03,49
UMM30200190,2023-08-07,117
UMM30200190,2023-08-09,62
UMM30200190,2023-08-11,77
UMM30200190,2023-08-14,47
UMM30200190,2023-08-16,34
UMM30200190,2023-08-18,95
UMM30200190,2023-08-21,54
UMM30200190,2023-08-23,72
UMM30200190,2023-08-25,78
UMM30200190,2023-08-28,29
UMM30200190,2023-08-30,58
UMM30200190,2023-09-01,69
UMM30200190,2023-09-03,57
UMM30200190,2023-09-05,49
UMM30200190,2023-09-07,68
UMM30200190,2023-09-11,89
UMM30200190,2023-09-13,57
UMM30200190,2023-09-15,64
UMM30200190,2023-09-17,63
UMM30200190,2023-09-19,44
UMM30200190,2023-09-21,43
UMM30200190,2023-09-23,115
UMM30200190,2023-09-27,79
UMM30200190,2023-09-30,20
UMM30200190,2023-10-02,84
UMM30200190,2023-10-06,65
UMM30200190,2023-10-08,63
UMM30200190,2023-10-09,60
UMM30200190,2023-10-12,52
UMM30200190,2023-10-16,85
UMM30200190,2023-10-17,80
UMM30200190,2023-10-18,50
UMM30200190,2023-10-20,39
UMM30200190,2023-10-22,58
UMM30200190,2023-10-24,64
UMM30200190,2023-10-26,64
UMM30200190,2023-10-30,107
UMM30200190,2023-10-31,80
UMM30200632,2022-01-15,6
UMM30200632,2022-01-17,16
UMM30200632,2022-01-19,34
UMM30200632,2022-01-21,18
UMM30200632,2022-01-23,20
UMM30200632,2022-01-25,20
UMM30200632,2022-01-27,10
UMM30200632,2022-02-03,26
UMM30200632,2022-02-05,20
UMM30200632,2022-02-07,20
UMM30200632,2022-02-09,46
UMM30200632,2022-02-11,88
UMM30200632,2022-02-13,112
UMM30200632,2022-02-15,76
UMM30200632,2022-02-17,30
UMM30200632,2022-02-19,56
UMM30200632,2022-02-21,56
UMM30200632,2022-02-23,150
UMM30200632,2022-02-25,42
UMM30200632,2022-02-27,12
UMM30200632,2022-03-01,50
UMM30200632,2022-03-03,50
UMM30200632,2022-03-05,60
UMM30200632,2022-03-07,64
UMM30200632,2022-03-09,62
UMM30200632,2022-03-11,80
UMM30200632,2022-03-13,68
UMM30200632,2022-03-15,74
UMM30200632,2022-03-17,78
UMM30200632,2022-03-19,160
UMM30200632,2022-03-21,96
UMM30200632,2022-03-23,94
UMM30200632,2022-03-25,14
UMM30200632,2022-03-26,54
UMM30200632,2022-03-28,22
UMM30200632,2022-03-30,24
UMM30200632,2022-04-01,46
UMM30200632,2022-04-03,82
UMM30200632,2022-04-06,100
UMM30200632,2022-04-08,62
UMM30200632,2022-04-10,50
UMM30200632,2022-04-12,44
UMM30200632,2022-04-14,52
UMM30200632,2022-04-19,92
UMM30200632,2022-04-22,166
UMM30200632,2022-04-26,96
UMM30200632,2022-04-28,134
UMM30200632,2022-05-02,110
UMM30200632,2022-05-05,64
UMM30200632,2022-05-07,70
UMM30200632,2022-05-09,80
UMM30200632,2022-05-11,88
UMM30200632,2022-05-13,114
UMM30200632,2022-05-16,88
UMM30200632,2022-05-18,144
UMM30200632,2022-05-20,140
UMM30200632,2022-05-23,66
UMM30200632,2022-05-25,80
UMM30200632,2022-05-27,98
UMM30200632,2022-05-30,32
UMM30200632,2022-06-01,116
UMM30200632,2022-06-04,104
UMM30200632,2022-06-06,108
UMM30200632,2022-06-08,104
UMM30200632,2022-06-10,98
UMM30200632,2022-06-12,140
UMM30200632,2022-06-14,92
UMM30200632,2022-06-16,68
UMM30200632,2022-06-18,46
UMM30200632,2022-06-20,72
UMM30200632,2022-06-22,10
UMM30200632,2022-06-24,122
UMM30200632,2022-06-27,76
UMM30200632,2022-06-29,120
UMM30200632,2022-07-01,160
UMM30200632,2022-07-03,46
UMM30200632,2022-07-05,152
UMM30200632,2022-07-07,188
UMM30200632,2022-07-09,150
UMM30200632,2022-07-11,164
UMM30200632,2022-07-13,142
UMM30200632,2022-07-15,264
UMM30200632,2022-07-16,20
UMM30200632,2022-07-18,136
UMM30200632,2022-07-20,80
UMM30200632,2022-07-22,138
UMM30200632,2022-07-25,116
UMM30200632,2022-07-27,154
UMM30200632,2022-07-29,118
UMM30200632,2022-08-01,94
UMM30200632,2022-08-03,164
UMM30200632,2022-08-05,208
UMM30200632,2022-08-08,92
UMM30200632,2022-08-10,128
UMM30200632,2022-08-13,144
UMM30200632,2022-08-15,102
UMM30200632,2022-08-17,94
UMM30200632,2022-08-19,190
UMM30200632,2022-08-22,96
UMM30200632,2022-08-24,122
UMM30200632,2022-08-26,208
UMM30200632,2022-08-29,74
UMM30200632,2022-08-30,62
UMM30200632,2022-09-01,40
UMM30200632,2022-09-02,188
UMM30200632,2022-09-05,124
UMM30200632,2022-09-07,36
UMM30200632,2022-09-09,46
UMM30200632,2022-09-11,70
UMM30200632,2022-09-13,122
UMM30200632,2022-09-15,138
UMM30200632,2022-09-17,88
UMM30200632,2022-09-19,136
UMM30200632,2022-09-21,124
UMM30200632,2022-09-23,216
UMM30200632,2022-09-26,154
UMM30200632,2022-09-28,100
UMM30200632,2022-09-29,166
UMM30200632,2022-10-01,170
UMM30200632,2022-10-06,90
UMM30200632,2022-10-08,122
UMM30200632,2022-10-10,66
UMM30200632,2022-10-12,62
UMM30200632,2022-10-14,140
UMM30200632,2022-10-17,54
UMM30200632,2022-10-19,118
UMM30200632,2022-10-21,158
UMM30200632,2022-10-24,92
UMM30200632,2022-10-26,88
UMM30200632,2022-10-28,92
UMM30200632,2022-10-30,44
UMM30200632,2022-11-01,150
UMM30200632,2022-11-03,138
UMM30200632,2022-11-05,82
UMM30200632,2022-11-07,94
UMM30200632,2022-11-09,102
UMM30200632,2022-11-11,80
UMM30200632,2022-11-13,34
UMM30200632,2022-11-15,50
UMM30200632,2022-11-17,44
UMM30200632,2022-11-19,64
UMM30200632,2022-11-21,60
UMM30200632,2022-11-23,90
UMM30200632,2022-11-25,80
UMM30200632,2022-11-27,56
UMM30200632,2022-12-01,92
UMM30200632,2022-12-05,224
UMM30200632,2022-12-07,98
UMM30200632,2022-12-09,94
UMM30200632,2022-12-12,88
UMM30200632,2022-12-14,52
UMM30200632,2022-12-16,74
UMM30200632,2022-12-19,120
UMM30200632,2022-12-21,108
UMM30200632,2022-12-23,180
UMM30200632,2022-12-26,14
UMM30200632,2022-12-28,150
UMM30200632,2023-01-02,134
UMM30200632,2023-01-04,62
UMM30200632,2023-01-05,156
UMM30200632,2023-01-09,238
UMM30200632,2023-01-11,90
UMM30200632,2023-01-13,116
UMM30200632,2023-01-16,60
UMM30200632,2023-01-18,134
UMM30200632,2023-01-28,86
UMM30200632,2023-01-30,94
UMM30200632,2023-02-01,152
UMM30200632,2023-02-03,244
UMM30200632,2023-02-06,120
UMM30200632,2023-02-08,86
UMM30200632,2023-02-10,140
UMM30200632,2023-02-13,108
UMM30200632,2023-02-15,104
UMM30200632,2023-02-17,202
UMM30200632,2023-02-20,120
UMM30200632,2023-02-22,114
UMM30200632,2023-02-24,160
UMM30200632,2023-02-27,84
UMM30200632,2023-03-01,50
UMM30200632,2023-03-03,172
UMM30200632,2023-03-06,60
UMM30200632,2023-03-08,136
UMM30200632,2023-03-10,198
UMM30200632,2023-03-13,140
UMM30200632,2023-03-15,116
UMM30200632,2023-03-17,130
UMM30200632,2023-03-20,40
UMM30200632,2023-03-21,44
UMM30200632,2023-03-23,82
UMM30200632,2023-03-25,46
UMM30200632,2023-03-28,46
UMM30200632,2023-03-30,18
UMM30200632,2023-04-01,184
UMM30200632,2023-04-06,106
UMM30200632,2023-04-08,186
UMM30200632,2023-04-12,118
UMM30200632,2023-04-14,134
UMM30200632,2023-04-17,66
UMM30200632,2023-04-19,98
UMM30200632,2023-04-21,120
UMM30200632,2023-04-23,110
UMM30200632,2023-04-25,88
UMM30200632,2023-04-27,8
UMM30200632,2023-04-29,16
UMM30200632,2023-05-02,48
UMM30200632,2023-05-04,84
UMM30200632,2023-05-06,84
UMM30200632,2023-05-08,76
UMM30200632,2023-05-10,128
UMM30200632,2023-05-12,204
UMM30200632,2023-05-15,138
UMM30200632,2023-05-17,114
UMM30200632,2023-05-19,208
UMM30200632,2023-05-24,106
UMM30200632,2023-05-26,152
UMM30200632,2023-05-29,18
UMM30200632,2023-05-30,48
UMM30200632,2023-06-01,106
UMM30200632,2023-06-03,266
UMM30200632,2023-06-07,110
UMM30200632,2023-06-09,94
UMM30200632,2023-06-12,68
UMM30200632,2023-06-14,138
UMM30200632,2023-06-16,160
UMM30200632,2023-06-19,106
UMM30200632,2023-06-21,128
UMM30200632,2023-06-27,110
UMM30200632,2023-06-29,82
UMM30200632,2023-07-01,164
UMM30200632,2023-07-05,102
UMM30200632,2023-07-07,170
UMM30200632,2023-07-10,158
UMM30200632,2023-07-12,166
UMM30200632,2023-07-14,222
UMM30200632,2023-07-17,110
UMM30200632,2023-07-19,60
UMM30200632,2023-07-21,206
UMM30200632,2023-07-24,104
UMM30200632,2023-07-26,80
UMM30200632,2023-07-28,98
UMM30200632,2023-07-30,78
UMM30200632,2023-08-03,142
UMM30200632,2023-08-07,144
UMM30200632,2023-08-09,112
UMM30200632,2023-08-11,180
UMM30200632,2023-08-14,90
UMM30200632,2023-08-16,150
UMM30200632,2023-08-18,202
UMM30200632,2023-08-21,96
UMM30200632,2023-08-23,104
UMM30200632,2023-08-25,184
UMM30200632,2023-08-28,92
UMM30200632,2023-08-30,140
UMM30200632,2023-09-01,160
UMM30200632,2023-09-03,156
UMM30200632,2023-09-05,156
UMM30200632,2023-09-07,156
UMM30200632,2023-09-11,234
UMM30200632,2023-09-13,96
UMM30200632,2023-09-15,90
UMM30200632,2023-09-17,108
UMM30200632,2023-09-19,90
UMM30200632,2023-09-21,18
UMM30200632,2023-09-23,24
UMM30200632,2023-09-27,20
UMM30200632,2023-09-30,18
UMM30200632,2023-10-02,12
UMM30200632,2023-10-17,22
UMM30200632,2023-10-20,72
UMM30200632,2023-10-22,76
UMM30200632,2023-10-24,62
UMM30200632,2023-10-26,90
UMM30200632,2023-10-30,266
